Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
01-Oct-19,20MICRONS,37.9,40,-0.0539,0.0279,0.0301,0.5751
01-Oct-19,21STCENMGM,13.15,14,-0.0626,0.0581,0.0584,1.1157
01-Oct-19,3IINFOTECH,1.95,2,-0.0253,0.0528,0.0516,0.9858
01-Oct-19,3MINDIA,20006.65,20670.9,-0.0327,0.0324,0.0324,0.619
01-Oct-19,3PLAND,6.35,6.65,-0.0462,0.0705,0.0693,1.324
01-Oct-19,500009,10.27,10.19,0.0078,0.026,0.0253,0.4834
01-Oct-19,500012,39.6,40.8,-0.0299,0.0272,0.0274,0.5235
01-Oct-19,500014,1.05,1.1,-0.0465,0.0356,0.0363,0.6935
01-Oct-19,500016,5.7,5.89,-0.0328,0.0269,0.0273,0.5216
01-Oct-19,500028,3.31,3.45,-0.0414,0.0348,0.0352,0.6725
01-Oct-19,500058,0.6,0.58,0.0339,0.0368,0.0366,0.6992
01-Oct-19,500068,5000.6,5142.95,-0.0281,0.0223,0.0227,0.4337
01-Oct-19,500069,72.25,72.35,-0.0014,0.0273,0.0265,0.5063
01-Oct-19,500120,116.95,120.25,-0.0278,0.0297,0.0296,0.5655
01-Oct-19,500123,2564.55,2592.65,-0.0109,0.027,0.0263,0.5025
01-Oct-19,500141,2.24,2.48,-0.1018,0.0356,0.0426,0.8139
01-Oct-19,500142,1.32,1.32,0,0.0213,0.0207,0.3955
01-Oct-19,500143,14.7,14.7,0,0.0237,0.023,0.4394
01-Oct-19,500147,937.85,939.95,-0.0022,0.032,0.031,0.5923
01-Oct-19,500153,32.55,32.35,0.0062,0.0469,0.0455,0.8693
01-Oct-19,500159,53.4,49.15,0.0829,0.0624,0.0638,1.2189
01-Oct-19,500166,164.8,164,0.0049,0.0239,0.0232,0.4432
01-Oct-19,500168,937.2,937.25,-0.0001,0.0144,0.014,0.2675
01-Oct-19,500192,2.8,2.8,0,0.0255,0.0247,0.4719
01-Oct-19,500206,7.95,7.95,0,0,0,0
01-Oct-19,500211,15,15.02,-0.0013,0.0252,0.0244,0.4662
01-Oct-19,500212,20,20,0,0.0215,0.0208,0.3974
01-Oct-19,500213,87,86.25,0.0087,0.0344,0.0334,0.6381
01-Oct-19,500214,719.7,691.25,0.0403,0.0277,0.0286,0.5464
01-Oct-19,500220,43.45,43.4,0.0012,0.0391,0.0379,0.7241
01-Oct-19,500223,0.75,0.78,-0.0392,0.0458,0.0454,0.8674
01-Oct-19,500236,0.6,0.6,0,0.0268,0.026,0.4967
01-Oct-19,500239,30,31,-0.0328,0.0451,0.0445,0.8502
01-Oct-19,500240,38.1,37.8,0.0079,0.037,0.0359,0.6859
01-Oct-19,500245,61.5,60.3,0.0197,0.0227,0.0225,0.4299
01-Oct-19,500246,20,20,0,0.029,0.0281,0.5368
01-Oct-19,500248,6.26,6.26,0,0,0,0
01-Oct-19,500264,72,75.2,-0.0435,0.0428,0.0428,0.8177
01-Oct-19,500267,132.15,132.05,0.0008,0.0343,0.0333,0.6362
01-Oct-19,500277,0.54,0.54,0,0.0222,0.0215,0.4108
01-Oct-19,500284,40.2,41.8,-0.039,0.0381,0.0382,0.7298
01-Oct-19,500298,1844.05,1934.3,-0.0478,0.048,0.048,0.917
01-Oct-19,500306,4.58,4.79,-0.0448,0.0521,0.0517,0.9877
01-Oct-19,500307,220.45,219.35,0.005,0.0134,0.013,0.2484
01-Oct-19,500319,17.9,17.25,0.037,0.0353,0.0354,0.6763
01-Oct-19,500329,0.32,0.33,-0.0308,0.0367,0.0364,0.6954
01-Oct-19,500333,125.15,130,-0.038,0.0227,0.0239,0.4566
01-Oct-19,500346,11.68,12.29,-0.0509,0.0367,0.0377,0.7203
01-Oct-19,500357,15,15.5,-0.0328,0.0448,0.0442,0.8444
01-Oct-19,500358,8.07,8.07,0,0,0,0
01-Oct-19,500360,40.4,40.3,0.0025,0.0299,0.029,0.554
01-Oct-19,500365,12.7,12.21,0.0393,0.0359,0.0361,0.6897
01-Oct-19,500367,33.85,35.05,-0.0348,0.0274,0.0279,0.533
01-Oct-19,500370,10.46,10.46,0,0.0322,0.0312,0.5961
01-Oct-19,500388,27.95,27.95,0,0.0174,0.0169,0.3229
01-Oct-19,500399,2.37,2.37,0,0.0059,0.0057,0.1089
01-Oct-19,500414,35.5,35.25,0.0071,0.0314,0.0305,0.5827
01-Oct-19,500421,3.8,3.8,0,0.0125,0.0121,0.2312
01-Oct-19,500422,12.54,11.95,0.0482,0.0448,0.045,0.8597
01-Oct-19,500426,5.9,5.71,0.0327,0.045,0.0444,0.8483
01-Oct-19,500449,14.95,15.61,-0.0432,0.049,0.0487,0.9304
01-Oct-19,500456,15.5,15.27,0.0149,0.0254,0.0249,0.4757
01-Oct-19,500655,227.85,230.65,-0.0122,0.02,0.0196,0.3745
01-Oct-19,500672,625.1,627.7,-0.0042,0.0187,0.0182,0.3477
01-Oct-19,501110,6.07,6.07,0,0,0,0
01-Oct-19,501144,11,11,0,0,0,0
01-Oct-19,501148,165.1,168.45,-0.0201,0.018,0.0181,0.3458
01-Oct-19,501261,275.05,275.05,0,0.0035,0.0034,0.065
01-Oct-19,501270,1.17,1.17,0,0,0,0
01-Oct-19,501298,925,889,0.0397,0.0225,0.0239,0.4566
01-Oct-19,501314,159.4,152,0.0475,0.056,0.0555,1.0603
01-Oct-19,501351,32.65,32.65,0,0,0,0
01-Oct-19,501370,54.35,57.2,-0.0511,0.0349,0.0361,0.6897
01-Oct-19,501386,5.61,5.61,0,0,0,0
01-Oct-19,501391,96.55,101.6,-0.051,0.0348,0.036,0.6878
01-Oct-19,501421,183.55,183.55,0,0.0219,0.0212,0.405
01-Oct-19,501423,666.9,660.2,0.0101,0.0404,0.0392,0.7489
01-Oct-19,501430,950.05,1000.05,-0.0513,0.0727,0.0716,1.3679
01-Oct-19,501477,27,27,0,0.0074,0.0072,0.1376
01-Oct-19,501630,18.3,18.3,0,0,0,0
01-Oct-19,501700,65.55,65.7,-0.0023,0.0049,0.0048,0.0917
01-Oct-19,501827,284,284,0,0.0144,0.014,0.2675
01-Oct-19,501831,145.35,155.2,-0.0656,0.0314,0.0344,0.6572
01-Oct-19,501833,3.85,4.05,-0.0506,0.0353,0.0364,0.6954
01-Oct-19,501945,1.96,1.96,0,0.0032,0.0031,0.0592
01-Oct-19,502015,10.51,10.85,-0.0318,0.0376,0.0373,0.7126
01-Oct-19,502175,37.2,37.25,-0.0013,0.0305,0.0296,0.5655
01-Oct-19,502250,280,280,0,0.0092,0.0089,0.17
01-Oct-19,502271,5.86,5.86,0,0.025,0.0242,0.4623
01-Oct-19,502281,5.64,5.62,0.0036,0.0386,0.0374,0.7145
01-Oct-19,502294,49.35,49.35,0,0,0,0
01-Oct-19,502407,55.55,56.75,-0.0214,0.0308,0.0303,0.5789
01-Oct-19,502445,12.58,12.58,0,0.0393,0.0381,0.7279
01-Oct-19,502460,32.6,32.6,0,0.0246,0.0239,0.4566
01-Oct-19,502587,61.5,61.15,0.0057,0.0242,0.0235,0.449
01-Oct-19,502865,1643.95,1660.4,-0.01,0.0272,0.0265,0.5063
01-Oct-19,502873,20,20,0,0.0328,0.0318,0.6075
01-Oct-19,502893,12.91,12.91,0,0.01,0.0097,0.1853
01-Oct-19,502901,1680,1600,0.0488,0.043,0.0434,0.8292
01-Oct-19,502933,9.65,9.65,0,0.0064,0.0062,0.1185
01-Oct-19,502958,1903,1915.05,-0.0063,0.0415,0.0403,0.7699
01-Oct-19,503015,72.7,72.7,0,0.0162,0.0157,0.2999
01-Oct-19,503092,18.05,18.05,0,0.0087,0.0084,0.1605
01-Oct-19,503127,1600,1600,0,0.0119,0.0115,0.2197
01-Oct-19,503162,60,61.6,-0.0263,0.039,0.0384,0.7336
01-Oct-19,503229,55.1,57.25,-0.0383,0.0268,0.0276,0.5273
01-Oct-19,503349,1900,1964.05,-0.0332,0.0336,0.0336,0.6419
01-Oct-19,503622,7,7,0,0,0,0
01-Oct-19,503624,95.3,95.3,0,0.0209,0.0203,0.3878
01-Oct-19,503641,60.35,57.95,0.0406,0.0309,0.0316,0.6037
01-Oct-19,503657,9.5,9.19,0.0332,0.0391,0.0388,0.7413
01-Oct-19,503659,21.35,21.35,0,0.0127,0.0123,0.235
01-Oct-19,503663,0.38,0.38,0,0.0174,0.0169,0.3229
01-Oct-19,503671,4.55,4.55,0,0,0,0
01-Oct-19,503675,3.1,3.1,0,0.0128,0.0124,0.2369
01-Oct-19,503681,6.8,6.8,0,0,0,0
01-Oct-19,503689,3.2,3.2,0,0,0,0
01-Oct-19,503691,17.15,17.15,0,0.0194,0.0188,0.3592
01-Oct-19,503696,55,55,0,0,0,0
01-Oct-19,503772,13.48,13.75,-0.0198,0.0327,0.0321,0.6133
01-Oct-19,503776,13.29,12.66,0.0486,0.0365,0.0373,0.7126
01-Oct-19,503804,114,119.05,-0.0433,0.0198,0.0219,0.4184
01-Oct-19,503816,27,27,0,0.0154,0.0149,0.2847
01-Oct-19,503831,77.55,77.55,0,0.0204,0.0198,0.3783
01-Oct-19,503837,4.9,4.9,0,0.0382,0.037,0.7069
01-Oct-19,503863,5.4,5.4,0,0.004,0.0039,0.0745
01-Oct-19,504000,50.95,49.2,0.035,0.0258,0.0264,0.5044
01-Oct-19,504028,22.6,22.1,0.0224,0.0395,0.0387,0.7394
01-Oct-19,504076,6.1,6.16,-0.0098,0.0224,0.0218,0.4165
01-Oct-19,504080,87,87,0,0,0,0
01-Oct-19,504084,3308,3308,0,0.0293,0.0284,0.5426
01-Oct-19,504092,5.67,5.84,-0.0295,0.0347,0.0344,0.6572
01-Oct-19,504093,147.95,147.8,0.001,0.0283,0.0274,0.5235
01-Oct-19,504132,91.95,106.65,-0.1483,0.042,0.0546,1.0431
01-Oct-19,504176,212,212.25,-0.0012,0.0439,0.0426,0.8139
01-Oct-19,504180,1.79,1.79,0,0.0317,0.0307,0.5865
01-Oct-19,504240,14.25,15,-0.0513,0.0344,0.0356,0.6801
01-Oct-19,504258,329.1,333.5,-0.0133,0.0279,0.0272,0.5197
01-Oct-19,504335,1.23,1.24,-0.0081,0.0353,0.0343,0.6553
01-Oct-19,504340,0.55,0.56,-0.018,0.0151,0.0153,0.2923
01-Oct-19,504341,38.9,39,-0.0026,0.0556,0.0539,1.0298
01-Oct-19,504351,0.19,0.19,0,0.0003,0.0003,0.0057
01-Oct-19,504356,10,10,0,0,0,0
01-Oct-19,504360,14.7,14.7,0,0,0,0
01-Oct-19,504378,1.17,1.17,0,0.019,0.0184,0.3515
01-Oct-19,504380,0.36,0.36,0,0.0016,0.0016,0.0306
01-Oct-19,504390,6.3,6.3,0,0,0,0
01-Oct-19,504392,15.4,15.4,0,0.0292,0.0283,0.5407
01-Oct-19,504397,14,14,0,0,0,0
01-Oct-19,504398,13.28,13.28,0,0.0046,0.0045,0.086
01-Oct-19,504605,458,492,-0.0716,0.0398,0.0424,0.8101
01-Oct-19,504646,100,99.75,0.0025,0.0271,0.0263,0.5025
01-Oct-19,504648,1.2,1.2,0,0,0,0
01-Oct-19,504673,3.74,3.74,0,0.0128,0.0124,0.2369
01-Oct-19,504697,1.04,1.04,0,0.0235,0.0228,0.4356
01-Oct-19,504717,0.35,0.35,0,0,0,0
01-Oct-19,504731,17.8,17.8,0,0.0105,0.0102,0.1949
01-Oct-19,504746,620,620,0,0.0104,0.0101,0.193
01-Oct-19,504786,187,195.15,-0.0427,0.0487,0.0484,0.9247
01-Oct-19,504810,19.3,19.5,-0.0103,0.0216,0.0211,0.4031
01-Oct-19,504840,774,774,0,0.0371,0.036,0.6878
01-Oct-19,504882,33.7,33.7,0,0.0045,0.0044,0.0841
01-Oct-19,504908,100.3,100.3,0,0.0393,0.0381,0.7279
01-Oct-19,504918,677.9,680.3,-0.0035,0.0326,0.0316,0.6037
01-Oct-19,504959,1945,1851.05,0.0495,0.0238,0.0261,0.4986
01-Oct-19,504961,23,23.15,-0.0065,0.0329,0.0319,0.6094
01-Oct-19,504988,451.3,466.5,-0.0331,0.0295,0.0297,0.5674
01-Oct-19,505036,515,511.2,0.0074,0.02,0.0195,0.3725
01-Oct-19,505141,26.55,27.85,-0.0478,0.0344,0.0353,0.6744
01-Oct-19,505163,401.5,417.15,-0.0382,0.0256,0.0265,0.5063
01-Oct-19,505212,42,42,0,0.0103,0.01,0.191
01-Oct-19,505216,541.2,548,-0.0125,0.0298,0.0291,0.556
01-Oct-19,505232,685,708.8,-0.0342,0.0313,0.0315,0.6018
01-Oct-19,505250,46.6,51.75,-0.1048,0.0381,0.045,0.8597
01-Oct-19,505283,150.1,152.95,-0.0188,0.0217,0.0215,0.4108
01-Oct-19,505285,252,252,0,0.0043,0.0042,0.0802
01-Oct-19,505299,60.8,64,-0.0513,0.0306,0.0322,0.6152
01-Oct-19,505302,25.75,25.75,0,0.0309,0.03,0.5731
01-Oct-19,505320,27.5,27.5,0,0,0,0
01-Oct-19,505336,0.54,0.54,0,0.0076,0.0074,0.1414
01-Oct-19,505343,0.19,0.19,0,0.0026,0.0025,0.0478
01-Oct-19,505358,42.8,44.95,-0.049,0.0358,0.0367,0.7012
01-Oct-19,505502,30.45,30.45,0,0.0121,0.0117,0.2235
01-Oct-19,505506,0.52,0.52,0,0.0205,0.0199,0.3802
01-Oct-19,505515,9.51,9.51,0,0,0,0
01-Oct-19,505523,0.19,0.19,0,0.0192,0.0186,0.3554
01-Oct-19,505576,90,90,0,0.0166,0.0161,0.3076
01-Oct-19,505583,2.36,2.36,0,0,0,0
01-Oct-19,505585,2.9,2.9,0,0,0,0
01-Oct-19,505590,350,350,0,0.0286,0.0277,0.5292
01-Oct-19,505594,32.8,32.8,0,0,0,0
01-Oct-19,505650,3.81,3.81,0,0.03,0.0291,0.556
01-Oct-19,505658,0.19,0.19,0,0,0,0
01-Oct-19,505681,315.3,324,-0.0272,0.0267,0.0267,0.5101
01-Oct-19,505685,58.5,58.5,0,0,0,0
01-Oct-19,505690,34.8,34.8,0,0.0147,0.0143,0.2732
01-Oct-19,505693,28.5,28.5,0,0.0179,0.0174,0.3324
01-Oct-19,505703,5.5,5.5,0,0.0177,0.0172,0.3286
01-Oct-19,505710,47.9,48.45,-0.0114,0.0104,0.0105,0.2006
01-Oct-19,505711,0.73,0.73,0,0.0202,0.0196,0.3745
01-Oct-19,505712,52.8,55.2,-0.0445,0.046,0.0459,0.8769
01-Oct-19,505725,71.5,71.5,0,0.0119,0.0115,0.2197
01-Oct-19,505729,30.4,31.4,-0.0324,0.0281,0.0284,0.5426
01-Oct-19,505737,184.4,182.1,0.0126,0.0425,0.0413,0.789
01-Oct-19,505750,506.5,492.4,0.0282,0.0271,0.0272,0.5197
01-Oct-19,505797,9.08,9.08,0,0.0072,0.007,0.1337
01-Oct-19,505827,219.15,214.85,0.0198,0.0425,0.0415,0.7929
01-Oct-19,505840,8.71,9.15,-0.0493,0.0452,0.0455,0.8693
01-Oct-19,505850,40,44.2,-0.0998,0.0206,0.0316,0.6037
01-Oct-19,505872,708.75,702.05,0.0095,0.0306,0.0298,0.5693
01-Oct-19,505893,67.05,67.05,0,0.0257,0.0249,0.4757
01-Oct-19,505978,919,945,-0.0279,0.0305,0.0304,0.5808
01-Oct-19,506027,0.51,0.49,0.04,0.0296,0.0303,0.5789
01-Oct-19,506105,83.1,89.9,-0.0787,0.0394,0.0428,0.8177
01-Oct-19,506122,27.8,26.6,0.0441,0.0404,0.0406,0.7757
01-Oct-19,506128,19.5,21.3,-0.0883,0.0738,0.0747,1.4271
01-Oct-19,506134,3.2,3.2,0,0,0,0
01-Oct-19,506142,22.1,22.5,-0.0179,0.0173,0.0173,0.3305
01-Oct-19,506161,3.19,3.19,0,0,0,0
01-Oct-19,506166,17.7,17.7,0,0,0,0
01-Oct-19,506178,10,10,0,0,0,0
01-Oct-19,506180,129.6,129.6,0,0,0,0
01-Oct-19,506186,18.35,18.35,0,0.0296,0.0287,0.5483
01-Oct-19,506190,50,50,0,0,0,0
01-Oct-19,506196,4,4,0,0,0,0
01-Oct-19,506248,34.8,33.45,0.0396,0.0317,0.0322,0.6152
01-Oct-19,506260,144.15,144.95,-0.0055,0.042,0.0407,0.7776
01-Oct-19,506261,35,35,0,0.0319,0.0309,0.5903
01-Oct-19,506365,5.83,5.83,0,0.0201,0.0195,0.3725
01-Oct-19,506405,117.8,119,-0.0101,0.0261,0.0254,0.4853
01-Oct-19,506414,903.7,920.2,-0.0181,0.0329,0.0322,0.6152
01-Oct-19,506520,5.4,5.16,0.0455,0.0404,0.0407,0.7776
01-Oct-19,506522,1403.7,1447.65,-0.0308,0.0246,0.025,0.4776
01-Oct-19,506528,621,648.6,-0.0435,0.0372,0.0376,0.7183
01-Oct-19,506530,585,585,0,0.0019,0.0018,0.0344
01-Oct-19,506532,100,102.3,-0.0227,0.0387,0.0379,0.7241
01-Oct-19,506543,2.04,2.04,0,0.0248,0.024,0.4585
01-Oct-19,506597,115.5,114.85,0.0056,0.0326,0.0316,0.6037
01-Oct-19,506605,256.6,268.15,-0.044,0.0336,0.0343,0.6553
01-Oct-19,506640,150,150,0,0.021,0.0204,0.3897
01-Oct-19,506642,106.55,111.3,-0.0436,0.0355,0.036,0.6878
01-Oct-19,506685,196.5,199,-0.0126,0.024,0.0235,0.449
01-Oct-19,506687,1234.45,1256.2,-0.0175,0.02,0.0199,0.3802
01-Oct-19,506734,52.95,50.6,0.0454,0.0551,0.0546,1.0431
01-Oct-19,506808,3,3,0,0.0319,0.0309,0.5903
01-Oct-19,506852,50.1,51.5,-0.0276,0.0319,0.0317,0.6056
01-Oct-19,506854,160.9,167.1,-0.0378,0.0439,0.0436,0.833
01-Oct-19,506858,8.65,8.65,0,0.0273,0.0265,0.5063
01-Oct-19,506863,0.42,0.4,0.0488,0.0352,0.0362,0.6916
01-Oct-19,506867,28.2,28.2,0,0,0,0
01-Oct-19,506879,42.25,44,-0.0406,0.0335,0.034,0.6496
01-Oct-19,506906,4.59,4.83,-0.051,0.0383,0.0392,0.7489
01-Oct-19,506910,45.45,45.95,-0.0109,0.0377,0.0366,0.6992
01-Oct-19,506919,41.95,39.4,0.0627,0.0478,0.0488,0.9323
01-Oct-19,506935,11.29,10.76,0.0481,0.0103,0.0154,0.2942
01-Oct-19,506981,74.2,84.45,-0.1294,0.051,0.0587,1.1215
01-Oct-19,507155,33.95,33.45,0.0148,0.0326,0.0318,0.6075
01-Oct-19,507265,88.85,88.85,0,0.0109,0.0106,0.2025
01-Oct-19,507300,1988,2039.6,-0.0256,0.0375,0.0369,0.705
01-Oct-19,507435,67.3,70.35,-0.0443,0.0369,0.0374,0.7145
01-Oct-19,507474,64.25,61.4,0.0454,0.0309,0.032,0.6114
01-Oct-19,507486,12.36,11.78,0.0481,0.0187,0.0216,0.4127
01-Oct-19,507498,6.43,6.13,0.0478,0.0375,0.0382,0.7298
01-Oct-19,507508,5.67,5.67,0,0.0276,0.0268,0.512
01-Oct-19,507515,7.83,7.83,0,0.0273,0.0265,0.5063
01-Oct-19,507525,605,580,0.0422,0.0291,0.03,0.5731
01-Oct-19,507526,199.35,206.8,-0.0367,0.0383,0.0382,0.7298
01-Oct-19,507552,46.2,47.3,-0.0235,0.0423,0.0414,0.7909
01-Oct-19,507598,28,28.6,-0.0212,0.0516,0.0503,0.961
01-Oct-19,507609,40.85,40.85,0,0,0,0
01-Oct-19,507621,298.7,303.25,-0.0151,0.0234,0.023,0.4394
01-Oct-19,507645,7582.65,7632.25,-0.0065,0.0191,0.0186,0.3554
01-Oct-19,507690,71.75,71.75,0,0.0354,0.0343,0.6553
01-Oct-19,507753,22.8,23.7,-0.0387,0.0296,0.0302,0.577
01-Oct-19,507759,22.6,23.75,-0.0496,0.041,0.0416,0.7948
01-Oct-19,507779,68.15,69.35,-0.0175,0.0358,0.035,0.6687
01-Oct-19,507794,6.84,6.72,0.0177,0.0496,0.0483,0.9228
01-Oct-19,507808,6.52,6.52,0,0,0,0
01-Oct-19,507813,41.35,43.05,-0.0403,0.0397,0.0397,0.7585
01-Oct-19,507817,64,64,0,0.0324,0.0314,0.5999
01-Oct-19,507833,0.8,0.8,0,0.0165,0.016,0.3057
01-Oct-19,507836,396.7,387.15,0.0244,0.0263,0.0262,0.5006
01-Oct-19,507864,41.5,41.75,-0.006,0.0475,0.0461,0.8807
01-Oct-19,507872,12.12,12.71,-0.0475,0.0386,0.0392,0.7489
01-Oct-19,507886,26.6,26.6,0,0,0,0
01-Oct-19,507894,13.86,13.86,0,0.0121,0.0117,0.2235
01-Oct-19,507910,15.55,15.82,-0.0172,0.0286,0.028,0.5349
01-Oct-19,507912,70.6,73.8,-0.0443,0.0465,0.0464,0.8865
01-Oct-19,507917,11,11,0,0.0047,0.0046,0.0879
01-Oct-19,507944,235.85,236.05,-0.0008,0.0448,0.0434,0.8292
01-Oct-19,507948,11.13,11.71,-0.0508,0.0227,0.0253,0.4834
01-Oct-19,507952,3.15,3.15,0,0,0,0
01-Oct-19,507960,103.05,106.95,-0.0371,0.0168,0.0187,0.3573
01-Oct-19,507962,7.96,7.96,0,0.0117,0.0113,0.2159
01-Oct-19,507966,43.75,43.75,0,0.0247,0.0239,0.4566
01-Oct-19,507970,12.5,12.5,0,0.0242,0.0235,0.449
01-Oct-19,507981,44.35,44.05,0.0068,0.0564,0.0547,1.045
01-Oct-19,507987,4.06,4.06,0,0,0,0
01-Oct-19,507998,48.05,49.95,-0.0388,0.0394,0.0394,0.7527
01-Oct-19,508136,137,138,-0.0073,0.0303,0.0294,0.5617
01-Oct-19,508306,29.9,29.9,0,0.0131,0.0127,0.2426
01-Oct-19,508486,3277.95,3330.85,-0.016,0.0223,0.022,0.4203
01-Oct-19,508494,44,44,0,0.0376,0.0365,0.6973
01-Oct-19,508664,6.58,6.58,0,0.0186,0.018,0.3439
01-Oct-19,508807,632,658.85,-0.0416,0.0421,0.0421,0.8043
01-Oct-19,508860,0.2,0.19,0.0513,0.0294,0.0312,0.5961
01-Oct-19,508867,9.1,9.1,0,0,0,0
01-Oct-19,508875,67.8,67.8,0,0.0207,0.0201,0.384
01-Oct-19,508905,31.9,31.9,0,0.0264,0.0256,0.4891
01-Oct-19,508918,15.19,14.9,0.0193,0.0175,0.0176,0.3362
01-Oct-19,508922,8.35,7.78,0.0707,0.058,0.0588,1.1234
01-Oct-19,508929,10.93,10.93,0,0.0109,0.0106,0.2025
01-Oct-19,508941,297,303.7,-0.0223,0.0222,0.0222,0.4241
01-Oct-19,508954,47.55,47.55,0,0.0258,0.025,0.4776
01-Oct-19,508956,0.72,0.72,0,0.0272,0.0264,0.5044
01-Oct-19,508961,36.1,36.1,0,0,0,0
01-Oct-19,508963,7.77,8.17,-0.0502,0.0141,0.0184,0.3515
01-Oct-19,508969,1.26,1.32,-0.0465,0.0183,0.0211,0.4031
01-Oct-19,508980,3.72,3.72,0,0,0,0
01-Oct-19,508993,2.45,2.45,0,0,0,0
01-Oct-19,508996,0.67,0.67,0,0.0145,0.0141,0.2694
01-Oct-19,509003,0.12,0.12,0,0,0,0
01-Oct-19,509015,8.25,8.25,0,0.0109,0.0106,0.2025
01-Oct-19,509026,65.5,65.5,0,0.0143,0.0139,0.2656
01-Oct-19,509038,19.55,19.55,0,0,0,0
01-Oct-19,509040,12.75,13.3,-0.0422,0.0321,0.0328,0.6266
01-Oct-19,509048,8.19,7.89,0.0373,0.0734,0.0717,1.3698
01-Oct-19,509051,0.19,0.19,0,0.0356,0.0345,0.6591
01-Oct-19,509053,8.45,8.88,-0.0496,0.0335,0.0347,0.6629
01-Oct-19,509073,4.72,4.72,0,0.0214,0.0207,0.3955
01-Oct-19,509084,54.15,54.15,0,0.0108,0.0105,0.2006
01-Oct-19,509148,1.18,1.18,0,0.0393,0.0381,0.7279
01-Oct-19,509162,71.85,70.4,0.0204,0.028,0.0276,0.5273
01-Oct-19,509196,64.6,68,-0.0513,0.0334,0.0347,0.6629
01-Oct-19,509423,14.85,15.11,-0.0174,0.0264,0.0259,0.4948
01-Oct-19,509438,1355.25,1364.25,-0.0066,0.0237,0.023,0.4394
01-Oct-19,509449,11.39,11.39,0,0.0237,0.023,0.4394
01-Oct-19,509470,13944.4,13944.4,0,0.018,0.0175,0.3343
01-Oct-19,509472,360,385,-0.0671,0.0408,0.0428,0.8177
01-Oct-19,509486,46.9,47.75,-0.018,0.0393,0.0384,0.7336
01-Oct-19,509525,727.65,741.55,-0.0189,0.0249,0.0246,0.47
01-Oct-19,509546,16.9,16.9,0,0.0271,0.0263,0.5025
01-Oct-19,509563,2.42,2.31,0.0465,0.0205,0.0229,0.4375
01-Oct-19,509597,215,215,0,0.0197,0.0191,0.3649
01-Oct-19,509650,34.5,34.5,0,0.004,0.0039,0.0745
01-Oct-19,509709,28.1,29.45,-0.0469,0.0495,0.0493,0.9419
01-Oct-19,509760,8,8,0,0.0067,0.0065,0.1242
01-Oct-19,509782,17.95,17.95,0,0,0,0
01-Oct-19,509835,11.91,12.15,-0.02,0.0168,0.017,0.3248
01-Oct-19,509845,748.7,713.05,0.0488,0.0294,0.0309,0.5903
01-Oct-19,509870,55.1,55.1,0,0.0027,0.0026,0.0497
01-Oct-19,509895,234,233.1,0.0039,0.0372,0.0361,0.6897
01-Oct-19,509910,162.6,162.6,0,0,0,0
01-Oct-19,509917,53.2,53.2,0,0,0,0
01-Oct-19,509945,99.65,99.65,0,0.0099,0.0096,0.1834
01-Oct-19,509953,72.65,72.65,0,0.0098,0.0095,0.1815
01-Oct-19,510245,3.01,3,0.0033,0.0471,0.0457,0.8731
01-Oct-19,511000,3.85,3.85,0,0.0078,0.0076,0.1452
01-Oct-19,511012,0.19,0.19,0,0.0349,0.0338,0.6457
01-Oct-19,511018,19.25,19.25,0,0.0016,0.0016,0.0306
01-Oct-19,511048,5.18,5.18,0,0,0,0
01-Oct-19,511060,17,17,0,0,0,0
01-Oct-19,511064,0.61,0.61,0,0.0193,0.0187,0.3573
01-Oct-19,511066,13.81,14.11,-0.0215,0.0446,0.0436,0.833
01-Oct-19,511076,23,23,0,0.022,0.0213,0.4069
01-Oct-19,511092,5.13,5.13,0,0.0058,0.0056,0.107
01-Oct-19,511096,12,12,0,0,0,0
01-Oct-19,511110,7.41,7.41,0,0.0296,0.0287,0.5483
01-Oct-19,511116,0.19,0.19,0,0.0086,0.0083,0.1586
01-Oct-19,511122,36,36,0,0,0,0
01-Oct-19,511131,4.6,4.7,-0.0215,0.035,0.0343,0.6553
01-Oct-19,511138,57.45,57.45,0,0.0077,0.0075,0.1433
01-Oct-19,511139,11.97,11.97,0,0,0,0
01-Oct-19,511144,5.5,5.5,0,0.04,0.0388,0.7413
01-Oct-19,511147,19.95,21.05,-0.0537,0.0546,0.0545,1.0412
01-Oct-19,511149,13.2,13.2,0,0,0,0
01-Oct-19,511153,5.5,5.5,0,0.0229,0.0222,0.4241
01-Oct-19,511169,11,11,0,0.0015,0.0015,0.0287
01-Oct-19,511176,15.2,15.2,0,0.0138,0.0134,0.256
01-Oct-19,511185,5.32,5.32,0,0,0,0
01-Oct-19,511187,0.7,0.7,0,0,0,0
01-Oct-19,511200,63.2,63.2,0,0,0,0
01-Oct-19,511260,15.18,15.18,0,0.0054,0.0052,0.0993
01-Oct-19,511355,2.85,2.85,0,0.0329,0.0319,0.6094
01-Oct-19,511359,17,17,0,0.0229,0.0222,0.4241
01-Oct-19,511367,3.85,3.85,0,0,0,0
01-Oct-19,511377,4.15,4.36,-0.0494,0.0185,0.0216,0.4127
01-Oct-19,511391,4.2,4.2,0,0.0308,0.0299,0.5712
01-Oct-19,511401,3,3,0,0,0,0
